proveedor,algoritmo,k_o_grupos,silueta_gower,davies_bouldin,calinski_harabasz,n_grupos,pct_ruido,ari_vs_modalidad,ari_vs_cuartil_presupuesto,entropia_tamanos,cobertura,base_aleatoria,base_modalidad,descalificado,motivos_descalificacion,segundos,notas
P1,Jerárquico (average),10,0.3269636332988739,0.899843188451608,254.8923839160825,10,0.0,-0.08535224391488351,0.00011059117741919124,0.26080110190661887,100.0,-0.03330785036087036,0.13246825337409973,True,entropía de tamaños 0.261 < 0.5,0.22,
P1,K-Medoids (PAM),3,0.2605520188808441,1.6679801095605935,899.4130870805458,3,0.0,-0.035425628562712703,0.004156776756840348,0.8081246724465442,100.0,-0.004609484225511551,0.13246825337409973,False,,0.16,FasterPAM
P1,K-Medoids (PAM),4,0.23151956498622894,2.062757968384646,673.677317304419,4,0.0,-0.02846018439134487,0.01543375290473802,0.8502822949046817,100.0,-0.010797911323606968,0.13246825337409973,False,,0.11,FasterPAM
P1,K-Medoids (PAM),5,0.22122296690940857,2.228634411385143,536.4599669677071,5,0.0,0.16981684350617535,0.007753298842650375,0.9158932177087628,100.0,-0.016186680644750595,0.13246825337409973,False,,0.14,FasterPAM
P1,K-Medoids (PAM),6,0.23560917377471924,1.876549248582415,622.1502185732571,6,0.0,0.14408424905259576,0.005054085952385178,0.9133429559234996,100.0,-0.019253533333539963,0.13246825337409973,False,,0.14,FasterPAM
P1,K-Medoids (PAM),7,0.2521519064903259,1.6280779010001851,608.0950892672571,7,0.0,0.19794790973542442,0.048115777896555544,0.9350533367237382,100.0,-0.03707246109843254,0.13246825337409973,False,,0.13,FasterPAM
P1,K-Medoids (PAM),8,0.2529253661632538,1.625527806440329,582.7629874993834,8,0.0,0.19204994843335998,0.048088048658337254,0.896424971253285,100.0,-0.021642623469233513,0.13246825337409973,False,,0.2,FasterPAM
P1,K-Medoids (PAM),9,0.2582021653652191,1.5771919201784987,546.5578339734121,9,0.0,0.24740330777714764,0.06096307911159523,0.9126058959241842,100.0,-0.02815980464220047,0.13246825337409973,False,,0.19,FasterPAM
P1,K-Medoids (PAM),10,0.25556108355522156,1.625486782901411,508.17138667162106,10,0.0,0.20849181217736515,0.05418500289638589,0.936413028013107,100.0,-0.03330785036087036,0.13246825337409973,False,,0.17,FasterPAM
P1,DBSCAN/HDBSCAN,7,0.32294851541519165,1.2488931372407899,616.6532011626747,7,22.033333333333335,0.6677010262964416,0.021337307547492645,0.7405042496192973,77.96666666666667,-0.03707246109843254,0.13246825337409973,True,cobertura 78.0 % < 85.0 %,0.0,HDBSCAN(paquete hdbscan) mcs=30
